Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B01738,SAETA CAR SERVICE INC.,,2020,9,September,"1,294",0,8
B02738,EXPLORER CAR SERVICE INC.,,2019,3,March,148,0,3
B00459,910 CAR SERVICE INC,,2017,10,October,"7,355",0,47
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2020,1,January,"2,986",0,14
B02311,FAST CITY CAR & LIMO SVC INC.,,2017,2,February,"2,027",0,15
B00889,MEXICANA CAR SERVICE INC.,,2021,5,May,"3,279",0,13
B03040,ZYT EXPRESS CORP.,,2019,10,October,894,0,9
B02103,A & S LIMOUSINE SERVICE CORP,,2016,6,June,"3,438",0,24
B01923,"AVID INTERNATIONAL, INC.",,2017,11,November,815,0,15
VIA,VIA,VIA,2020,2,February,"641,941","418,833","3,942"
B00053,CHARGE AND RIDE INC,,2017,3,March,"1,285",0,89
B02597,"RUDY'S LIMOUSINE SERVICE, INC.",RUDY'S EXECUTIVE TRANSPORTATION,2019,3,March,98,0,10
B02770,"CAVALIER CAR & LIMOUSINE, INC.",,2019,10,October,441,0,9
B00387,FORTUNE LIMOUSINES INC,,2019,5,May,293,0,8
B00647,KISS CAR SERVICE INC,,2018,11,November,"37,663",0,191
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",NEW WEBSTER CAR & LIMO SERVICE,2020,5,May,"7,506",0,30
B01066,DOMINICANA RAD DISP INC,,2020,10,October,539,0,6
B00350,CHAMPION CAR & LIMO SVC. INC.,,2020,4,April,768,0,12
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2019,3,March,"26,899",0,473
B01406,GOTHAM CAR SERVICE INC.,LEGEND CAR SERVICE,2020,7,July,"1,171",0,19
B00888,ACE C/L SVCE INC,,2018,8,August,"1,161",0,33
b01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2015,10,October,1,0,1
B00987,MARLBORO CAR SERVICE INC.,,2017,9,September,132,0,2
B00350,CHAMPION CAR & LIMO SVC. INC.,,2020,3,March,"3,984",0,35
B02460,CABOT LIMO NY CORP.,,2015,10,October,"1,157",0,21
B00856,BEE-BEE CAR SERVICE INC.,,2017,3,March,"19,455",0,71
B01984,NY 88 EXPRESS CORP.,,2019,8,August,"23,844",0,129
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2019,5,May,"1,492",0,16
B02651,SAROS TRANSPORTATION GROUP INC.,,2016,7,July,202,0,19
B02103,A & S LIMOUSINE SERVICE CORP,,2019,6,June,"3,335",0,21
B00448,DIAL CAR INC.,,2020,7,July,"2,653",0,39
B03064,AP LUXURY LIMOUSINE INC,,2021,3,March,21,0,4
B02472,NEW BUSHWICK LUXURY INC.,,2016,5,May,"9,408",0,77
B02667,LEON LUXURY LIMO INC,,2016,10,October,100,0,7
B01231,GO CAR CORP.,,2016,2,February,"11,645",0,58
B01626,LA NUEVA QUISQUEYA C/S INC,,2015,11,November,"41,278",0,175
B00318,APPLE RADIO CARS INC,,2017,9,September,"4,103",0,33
B00477,INTA-BORO ACRES INC,,2019,7,July,"6,649",0,115
B00254,XYZ TWO WAY RADIO,,2021,6,June,"6,287",0,108
B01332,SKYWAY CAR SERVICE EXPRESS INC.,,2015,4,April,"1,426",0,11
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2021,1,January,288,0,2
B01979,DREAMLAND CAR & LIMO.SVC INC.,,2015,6,June,30,0,8
B01559,MUNKACS CAR SVC LTD,,2021,1,January,"2,487",0,10
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2016,3,March,113,0,2
B03081,DLS CAR AND LIMOUSINE SERVICE CORP,ALL TRANSFERS SERVICE,2018,9,September,165,0,7
B01083,BROAD DYCKMAN C/S INC,,2015,10,October,"22,870",0,119
B02970,FLYTE LINE TRANSPORTATION LLC,ADDISON LEE,2020,2,February,"2,108",0,95
B00827,"CASTLE CAR SERVICE, INC",,2020,7,July,432,0,2
B00477,INTA-BORO ACRES INC,,2021,8,August,"2,112",0,52
B01061,DAT RADIO DISP INC,,2018,2,February,"38,235",0,159
B02988,"BED STAR DRIVERS ASSOCIATES, INC",,2019,7,July,"3,494",0,20
B01730,LUCKY EXPRESS CORPORATION,GOOD LUCK CAR SVCE,2018,7,July,"11,371",0,119
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2017,11,November,25,0,11
B03129,PHASE ONE TRANSPORT INC.,,2018,8,August,492,0,13
B01606,LA MEXICANA EXPRESS INC.,,2020,6,June,"1,128",0,8
B02249,"LA RAZA CAR SERVICE, INC.",,2021,6,June,"1,495",0,8
B01913,MIRAGE LIMOUSINE SERVICE INC,,2019,9,September,698,0,26
B02453,MCW CAR & LIMO INC.,,2017,12,December,53,0,9
B01644,MUSIC EXPRESS/N.Y. INC,,2015,7,July,"3,374",0,75
B02008,"SCARSDALE TRIP SERVICE, INC.",RED OAK TRANSPORTATION,2017,7,July,47,0,6
B02846,DLS TRANSPORTATION CORP.,,2021,3,March,"1,645",0,19
B02832,NYC FLY WHEELS INC.,,2020,4,April,199,0,4
B01846,ROMANTIQUE LIMOUSINE INC.,,2017,8,August,55,0,12
B03018,AUREUS LLC,JAVA CAR & LIMOUSINE SERVICE,2020,10,October,37,0,2
B01536,FIRST CLASS C/L SVC CORP,,2021,9,September,"9,851",0,69
B02508,"DISPATCH CENTRAL, INC.",,2015,8,August,43,0,10
B03024,URBAN CAR SERVICES LLC,WALL STREET LIMOUSINE,2018,2,February,40,0,2
B02956,W.K.EXPRESS LIMO SERVICE INC,,2018,8,August,1,0,1
B01336,BAY EXPRESS CORP.,,2017,11,November,"3,894",0,24
B01190,NEW BELL CAR SERVICE CORP,,2019,5,May,"4,256",0,19
B01057,NEW AMERICAN C/L SVC,,2016,1,January,"1,287",0,12
B02566,GSL LIMOUSINES CORP.,,2020,10,October,134,0,25
B00095,LIBERTY CAR SERVICE INC.,,2020,10,October,994,0,6
B02462,TIFFANY'S CAR SERVICE INC.,,2017,9,September,"1,386",0,15
B02996,FOREVER BLUE CAR SERVICE INC.,,2018,6,June,"1,839",0,21
B03359,VJVM CAR SERVICE INC,,2021,9,September,199,0,1
B03052,PROGRESIVE LIMOS INC.,,2018,11,November,"1,674",0,15
B02003,"AVALON CORPORATE CAR,INC.",,2019,4,April,"2,363",0,74
B02695,SEE USA TOURS INC.,,2017,10,October,316,0,5
B02838,THA MAYA CAR SERVICE INC,,2020,8,August,329,0,7
B02922,"HY'S LIVERY SERVICE,INC.",,2016,8,August,79,0,15
B02180,PEGASUS TRANSPORT SERVICE INC.,,2019,4,April,24,0,5
b00984,P J CAR SVCE,,2016,2,February,"2,855",0,9
B02248,HYBRID LIMO EXPRESS INC.,,2019,9,September,412,0,2
B00559,7 OCEAN EXPRESS INC.,,2017,6,June,853,0,4
B03055,EXPLORER EXPRESS INC,,2021,2,February,167,0,14
B00860,SEAMAN RADIO DISPATCHERS INC,,2020,10,October,"7,717",0,55
B01699,DT BROOKLYN CAR AND LIMO SVC. INC.,FIVE BOROUGHS CAR SERVICE,2016,3,March,329,0,5
B02517,LOS PAISANOS LUXURY C/S INC.,,2020,4,April,82,0,4
B02180,PEGASUS TRANSPORT SERVICE INC.,,2016,4,April,804,0,33
B02909,PUERTO RICO EXPRESS BLACK LUXURY INC,,2018,5,May,"1,205",0,6
B02557,185 MALTA CAR SERVICE LLC,,2019,3,March,23,0,1
B02463,MORENITA EXPRESS CAR SERVICE INC.,,2015,5,May,"19,825",0,9
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2017,2,February,180,0,2
B01877,U.S.A. LIMO. INC.,BLUE LINE,2017,9,September,"5,289",0,156
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2017,10,October,"2,002",0,16
B02970,FLYTE LINE TRANSPORTATION LLC,ADDISON LEE,2021,4,April,472,0,22
B01039,NYC WHEELS CAR SERVICE INC.,COMMUNICARE CAR SERVICE,2020,7,July,419,0,5
B01280,BENSONHURST RIDE INC.,,2016,2,February,"6,039",0,30
B01751,CONCORDE EXP OF N.Y. INC,,2016,5,May,"4,436",0,12
B01315,"V.I.T. CAR SERVICE, INC.",,2016,5,May,"40,365",0,163
B02424,FRIENDLY RIDE INC,,2019,10,October,427,0,22
B02110,"OPTIMUM CAR & LIMO, INC.",,2021,3,March,"1,739",0,16
B00449,A KINGS HWY C/S INC.,,2021,4,April,"5,595",0,15
B02832,NYC FLY WHEELS INC.,,2019,2,February,227,0,9
B03177,BERNICE SERVICES INC,,2020,6,June,117,0,3
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2017,5,May,"2,152",0,11
B02762,SHOWTIME TRANSPORTATION CORP.,,2018,6,June,"1,376",0,20
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2017,11,November,"1,345",0,44
B02101,EXEC TRANSPORT INC,EAST COAST WORLDWIDE LIMOUSINE,2018,8,August,"6,981",0,209
B02970,FLYTE LINE TRANSPORTATION LLC,ADDISON LEE,2019,2,February,1,0,1
B00021,MEXICANA HIGH CLASS INC.,CAPITAL CAR SERVICE,2018,3,March,"5,142",0,43
B02898,SANO CAR LLC,,2016,6,June,"1,981",0,18
B01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2021,5,May,"2,227",0,6
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2017,2,February,"15,260",0,237
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2017,12,December,434,0,4
B01282,NEW LOTS C/S INC,,2020,7,July,"3,894",0,20
B00001,LONDON TOWNCARS INC,,2019,12,December,"1,037",0,25
B02021,EASYRIDE CAR SERVICE INC.,,2019,11,November,"1,196",0,7
B02330,"OCHO LUXURY CAR, INC.",ACAPOLCO EXPRESS,2018,12,December,"2,038",0,8
B02803,OUTSIDE'S CAR SERVICE INC.,,2017,6,June,"4,465",0,34
B01190,NEW BELL CAR SERVICE CORP,,2020,10,October,"2,536",0,31
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2019,8,August,959,0,18
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2021,3,March,"2,865",0,17
B02892,SEAMAN EXPRESS CORP.,,2016,10,October,12,0,7
B00975,"T.J.Q. CAR SERVICE, INC.",QUALITY CAR SVCE,2021,7,July,416,0,4
B01389,METRO LUXURY INC,,2017,10,October,"13,579",0,240
B01215,ECUADOOR CORP,,2019,2,February,"6,405",0,33
B01843,"VINCENT'S LIMOUSINE SERVICE OF NEW YORK, INC.",VINCENT LIMOUSINE,2018,12,December,"1,284",0,34
B03197,LIMO TRIBE INC,,2019,7,July,15,0,7
B00608,SUMMIT CORPORATE CAR INC.,,2015,5,May,"3,430",0,49
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2020,4,April,504,0,7
B03246,FASTRIDE LIMO INC.,,2021,8,August,839,0,7
B02460,CABOT LIMO NY CORP.,,2018,10,October,800,0,8
B03116,NAVI TRANSPORTATION INC.,,2019,9,September,765,0,5
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2018,12,December,459,0,22
B01644,MUSIC EXPRESS/N.Y. INC,,2019,8,August,"1,403",0,51
B01273,PUERTO RICO CAR SERVICE INC.,,2015,6,June,"1,901",0,9
B00151,KINGSBAY CAR SERVICE INC,,2020,6,June,8,0,6
b00833,OMEGA CAR SERVICE INC.,,2018,2,February,775,0,6
B02008,"SCARSDALE TRIP SERVICE, INC.",RED OAK TRANSPORTATION,2019,9,September,23,0,1
B02702,NEW SAFARI CAR & LIMO INC.,,2017,6,June,118,0,2
B00037,TRANSP UNLIMITED C/S,,2019,1,January,"7,437",0,29
B03187,A & J CAR SERVICE CORP,,2021,2,February,"1,225",0,20
B00196,NEW EASY WAY RADIO DISP INC,,2020,3,March,68,0,7
B00932,NATASHAS GRP CAR CORP,,2017,7,July,"1,646",0,25
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2016,8,August,"3,760",0,42
B00449,A KINGS HWY C/S INC.,,2016,5,May,"5,505",0,24
B00001,LONDON TOWNCARS INC,,2015,6,June,"2,272",0,41
B01536,FIRST CLASS C/L SVC CORP,,2016,4,April,"34,037",0,247
B00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2019,6,June,70,0,1
B02661,MIC-LOU CAR SERVICES_LLC,LULU CAR SERVICES,2018,11,November,"4,159",0,11
B02418,PLUSH SERVICES CORP,,2021,4,April,438,0,4
B01537,S.I. SPEED INC.,,2017,4,April,"4,000",0,23
B02738,EXPLORER CAR SERVICE INC.,,2020,11,November,61,0,1
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,NYS CAR SERVICE,2019,8,August,"1,393",0,7
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2019,6,June,10,0,3
B02747,LEGEND LUXURY LIMO INC.,,2019,2,February,178,0,37
b00965,BEN JEVO MGT. INC.,NEWPORT CAR SERVICE,2016,1,January,"7,623",0,49
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2020,7,July,661,0,16
B02182,"FINEST CAR SERVICE, LLC",,2017,2,February,"4,684",0,47
B01529,J.I.G. TRANSPORT CORP.,ECKFORD CAR SERVICE,2015,5,May,727,0,9
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2017,7,July,"2,216",0,63
b01309,ACME LIMOUSINE LLC,ARROW TRANSPORTATION,2017,4,April,484,0,13
B03064,AP LUXURY LIMOUSINE INC,,2018,2,February,99,0,7
B00457,PREMIUM BRONX CORP,,2017,1,January,"25,858",0,222
B00975,"T.J.Q. CAR SERVICE, INC.",QUALITY CAR SVCE,2017,2,February,"3,082",0,29
b00833,OMEGA CAR SERVICE INC.,,2019,1,January,795,0,4
B01176,SANTO DOMINGO CAR LIMO SERVICES INC,,2021,4,April,893,0,9
B00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2018,7,July,61,0,1
B01306,"R N D TRANSPORTATION, INC.",MALONES CAR SVCE,2021,2,February,32,0,1
B00932,NATASHAS GRP CAR CORP,,2018,11,November,"1,772",0,12
B01341,A NEW DAY RAD DISP INC,,2018,6,June,"3,433",0,25
B01629,BBA MANAGEMENT INC.,UNITED CAR & LIMO SERVICE,2019,4,April,671,0,4
B02144,"SILVER STAR LIMOUSINES, INC.",,2020,10,October,182,0,4
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2018,10,October,"18,281",0,123
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,NYS CAR SERVICE,2019,2,February,728,0,6
B01336,BAY EXPRESS CORP.,,2020,9,September,"1,510",0,9
B01854,EUROPE LIMOUSINE SERVICE INC,,2019,10,October,"3,377",0,143
B00319,AVENTINE AUTO RENTAL INC,SAFEWAY CAR SVCE,2020,5,May,384,0,4
B00202,"EXCELSIOR CAR & LIMO, INC.",,2019,11,November,207,0,9
B02133,"TWR CAR & LIMO, INC.",,2021,1,January,"9,244",0,126
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2021,8,August,325,0,3
B01124,COOPERATIVA CLBNA DE CON INC,,2020,10,October,"1,168",0,16
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,2021,8,August,"1,033",0,5
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2015,5,May,"7,472",0,23
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2015,9,September,"2,889",0,63
B02292,NEW YORK APPLE V.I.P. CORP,,2018,11,November,"1,292",0,10
B03032,A & S LIMOUSINE SERVICE CORP,,2019,10,October,"4,685",0,23
B02611,SS LIMOUSINE SERVICE INC,,2017,11,November,129,0,4
B02856,MARIACHI CAR SERVICE INC,,2021,2,February,270,0,11
B02739,TRAXLINE CAR SERVICE INC.,,2017,6,June,"1,150",0,12
b02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2015,5,May,"11,128",0,29
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,N.Y. MEXICANA CAR SERVICE,2017,2,February,"4,373",0,40
b01013,AMERICANA TRANSPORTATION LLC,,2015,10,October,"2,006",0,9
B02410,"POLO LIMOUSINE, CORP.",,2015,5,May,"1,983",0,43
B00387,FORTUNE LIMOUSINES INC,,2019,8,August,246,0,9
b00850,UPTOWN TRANSIT CORP,,2016,2,February,360,0,8
B02917,C & A BLACK CAR CORP.,,2017,9,September,189,0,20
B02846,DLS TRANSPORTATION CORP.,,2020,11,November,"2,477",0,21
B01280,BENSONHURST RIDE INC.,,2021,5,May,"1,113",0,7
B03022,BLACK CAR EXPRESS.COM CORP,,2019,12,December,124,0,3
B00888,ACE C/L SVCE INC,,2015,7,July,"2,871",0,47
B02903,JFK LUXURY LIMOUSINE INC,,2021,3,March,213,0,6
B01091,A & R GOLDEN EXP INC,,2019,6,June,"2,943",0,6
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2020,5,May,38,0,2
B00387,FORTUNE LIMOUSINES INC,,2017,7,July,200,0,9
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2018,4,April,"1,375",0,28
B00889,MEXICANA CAR SERVICE INC.,,2021,6,June,"2,874",0,12
B03170,PAISA CLASSIC BLACK INC.,,2019,11,November,6,0,3
B01436,NEW PRONTO TRANSP INC,,2017,10,October,"1,465",0,21
B00459,910 CAR SERVICE INC,,2016,7,July,"9,634",0,53
B03282,HOLY TRANSPORTATION CORP.,,2021,2,February,703,0,24
B02627,A PEGASUS LIMOUSINE CORP.,APL LIMO,2017,3,March,258,0,10
B02389,"EMBARQUE N.Y., INC.",,2020,2,February,2,0,1
B00975,"T.J.Q. CAR SERVICE, INC.",QUALITY CAR SVCE,2020,11,November,143,0,1
B03023,HERMANY LIMO TRANSPORTATION LLC,,2021,6,June,685,0,6
B00225,DELANCEY TRANSPORTATION INC.,,2020,7,July,"7,432",0,68
B01871,"ALPINE LIMOUSINE SERVICE, INC.",,2019,3,March,"2,985",0,92
B03157,CAPRICE CAR SERVICE CORP.,,2020,6,June,"2,010",0,18
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2020,11,November,709,0,21
B00255,CAUTIOUS CARS INC.,,2015,11,November,295,0,17
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2020,10,October,"5,216",0,178
B02903,JFK LUXURY LIMOUSINE INC,,2020,7,July,440,0,5
B02903,JFK LUXURY LIMOUSINE INC,,2018,5,May,357,0,20
B01340,UNICAR COMPANY INC,,2016,12,December,"19,578",0,91
B00837,CAREY LIMO N Y INC,,2015,12,December,"12,356",0,251
B03064,AP LUXURY LIMOUSINE INC,,2021,4,April,19,0,2
B00559,7 OCEAN EXPRESS INC.,,2019,12,December,514,0,16
B03020,5J TRANSPORTATION INC.,,2020,3,March,967,0,8
B02704,SPRINGFIELD CAR SERVICE INC,,2018,3,March,938,0,12
B02784,SMILE TRANSPORTATION GROUP INC,,2018,4,April,"7,615",0,36
B00160,JAFFA CAR & LIMO SVC INC,,2021,8,August,"1,415",0,10
B02293,XPRESS TRANSPORT & MULTI SERVICE INC.,,2018,7,July,"1,923",0,23
B02551,CHIEF LIMO INC.,,2018,7,July,20,0,2
B01016,810 CAR SVCE CORP,,2019,12,December,"6,030",0,29
B03018,AUREUS LLC,JAVA CAR & LIMOUSINE SERVICE,2021,5,May,42,0,5
B02429,SEAGULL RIDE CORP,,2016,6,June,442,0,3
B03028,CASTILLO CAR & LIMO INC,,2019,6,June,"1,282",0,9
B01386,FENIX PREMIUM CORP.,,2018,9,September,"3,788",0,14
B01051,B Q N C/S CORP,,2019,11,November,"11,957",0,62
B02334,"GROUND TRAVEL SERVICES II, LTD.",GTS,2017,8,August,474,0,19
B01339,R C AUDUBON SVC INC,,2016,12,December,"18,006",0,133
B02841,"SKYWAY EXECUTIVE SERVICE, INC",,2016,1,January,556,0,17
B00789,VITAL TRANSPORTATION INC.,,2016,8,August,"13,532",0,235
B02881,DIANE CAR AND LIMO SERVICE LLC,,2016,1,January,"5,812",0,29
B02756,ALLY CAR SERVICE LLC,ACTIVE EXPRESS CAR & LIMO 2,2017,2,February,"1,435",0,6
B01768,NEW SUPERIOR RADIO GRP CORP,,2021,9,September,"2,290",0,13
B01730,LUCKY EXPRESS CORPORATION,GOOD LUCK CAR SVCE,2015,9,September,"14,898",0,128
B02925,SIGNATURE BLACK CAR LLC,,2018,3,March,298,0,8
B02856,MARIACHI CAR SERVICE INC,,2017,8,August,546,0,17
B02330,"OCHO LUXURY CAR, INC.",ACAPOLCO EXPRESS,2020,2,February,711,0,9
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2017,12,December,"35,638",0,586
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2017,5,May,407,0,14
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2021,6,June,"2,867",0,11
B02861,ELTRI CAR SERVICE INC,,2018,6,June,225,0,12
B02550,AGAPE LUXURY CORP.,,2018,4,April,"27,126",0,256
B02334,"GROUND TRAVEL SERVICES II, LTD.",GTS,2020,11,November,66,0,7
B00272,BIG APPLE CAR INC,,2016,7,July,"5,063",0,143
B02728,NEWTOWN PRIVATE CAR SERVICE INC.,,2018,3,March,"4,101",0,14
B00255,CAUTIOUS CARS INC.,,2018,3,March,431,0,17
B00882,U N C CAR & LIMO SERVICE,,2017,8,August,176,0,7
B02634,VETERANS RADIO DISPATCHER CORP.,,2016,8,August,"32,476",0,435
B02688,KJ TRANSPORTATION,,2015,4,April,299,0,20
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2015,12,December,"1,300",0,34
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2020,5,May,"14,830",0,84
B00227,"PARK WEST EXEC. SERVICES, INC.",TOWN CARS,2016,1,January,"10,153",0,186
B01467,NEW EXPERIENCE #1 INC,,2017,5,May,"11,980",0,53
b01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2016,1,January,"1,147",0,16
B02144,"SILVER STAR LIMOUSINES, INC.",,2015,11,November,406,0,12
B02311,FAST CITY CAR & LIMO SVC INC.,,2017,5,May,"2,403",0,15
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",,2016,2,February,141,0,6
B02612,GOLDEN LUXURY TRANSPORTATION INC.,,2016,6,June,225,0,8
B00860,SEAMAN RADIO DISPATCHERS INC,,2017,1,January,"37,792",0,187
B02200,BCL NETWORK LLC,,2017,6,June,352,0,12
B01803,"V.I.P. CONNECTION, INC.",CARLINK,2016,2,February,"3,907",0,96
B00475,RIDGE TRANSPORTATION CORP.,,2016,2,February,"3,852",0,11
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2020,10,October,25,0,3
B00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2018,9,September,185,0,2
B02924,CELEBRITY LUXURY INC.,,2016,9,September,"1,477",0,18
B00955,GOLDEN-TOWN CAR & LIMOUSINE SERVICE INC.,,2019,6,June,411,0,5
B03170,PAISA CLASSIC BLACK INC.,,2020,1,January,4,0,3
B02360,BRIDGES LIMOUSINE INC,EXCELLENT LIMOUSINE,2016,10,October,387,0,7
B00325,CONTINENTAL RADIO DISPATCH CORP.,,2016,11,November,"1,396",0,23
B03367,SHOW LIMO CORP.,,2021,5,May,106,0,9
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2020,2,February,"2,154",0,27
B00888,ACE C/L SVCE INC,,2016,7,July,"2,259",0,47
B02096,"CET GROUP, INC",,2019,1,January,873,0,107
B02736,TRINITY CAR SERVICE INC,,2020,11,November,260,0,4
B02849,BROOKLYN RIDES CORP,,2019,8,August,"17,028",0,141
B00277,ALL CITY CORP TRANS INC,,2016,10,October,"1,367",0,46
B00639,ROCAPULCO CAR SERVICE INC.,,2017,5,May,"5,293",0,16
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,N.Y. MEXICANA CAR SERVICE,2020,9,September,784,0,8
B01392,NEW AMERICAN CLASS L/C SERVICE CORP.,,2015,9,September,"1,242",0,11
B01711,FLUSHING LIMO TRANSP CORP,,2018,9,September,"2,367",0,16
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2015,9,September,"17,042",0,99
B01559,MUNKACS CAR SVC LTD,,2015,6,June,"9,121",0,23
B02736,TRINITY CAR SERVICE INC,,2017,1,January,"1,436",0,7
VIA,VIA,VIA,2019,2,February,"983,926","695,244","6,767"
B01710,"79 MASADA III, INC.",MASADA III,2017,7,July,309,0,8
B01871,"ALPINE LIMOUSINE SERVICE, INC.",,2018,8,August,"2,413",0,86
B02756,ALLY CAR SERVICE LLC,ACTIVE EXPRESS CAR & LIMO 2,2015,10,October,440,0,15
B02925,SIGNATURE BLACK CAR LLC,,2021,4,April,419,0,18
B02782,NEW APP CAR & LIMO INC,,2018,9,September,"2,410",0,34
B01717,HIGH CLASS BRONX LIMO C/S CORP,,2019,11,November,"15,658",0,101
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2016,2,February,96,0,6
B02102,"GOLDEN DRAGON EXPRESS, INC",,2015,11,November,455,0,6
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2018,10,October,"5,354",0,91
B01644,MUSIC EXPRESS/N.Y. INC,,2017,8,August,"1,299",0,50
B02037,KINGSDALE DISPATCH INC,,2021,1,January,745,0,4
B01651,U.P.S. RADIO DISPATCH CORP.,WIRELESS CAR SERVICE,2017,2,February,"12,550",0,117
B00889,MEXICANA CAR SERVICE INC.,,2019,7,July,"6,433",0,25
B00628,"CONCORD LIMOUSINE 1, LLC",,2018,3,March,"9,524",0,266
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2021,3,March,28,0,3
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,NYMEX CAR SERVICE,2015,9,September,"1,019",0,14
B02947,"ONIX TRANSPORTATION, INC",,2018,5,May,"12,181",0,63
B00411,FONE-A-CAR INC,,2020,5,May,391,0,13
B02657,MALCOLM LIMO EXPRESS CORP.,,2015,10,October,460,0,31
B00477,INTA-BORO ACRES INC,,2017,11,November,"8,132",0,163
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2021,2,February,"12,314",0,207
B02248,HYBRID LIMO EXPRESS INC.,,2015,10,October,211,0,1
B00222,"REYNO CAR SVC, INC.",,2020,6,June,786,0,9
B01432,TOVAR TRANSPORTATION INC,,2018,11,November,"2,895",0,14
B01312,BROOKLYN RAD DISP INC,,2019,3,March,"4,234",0,23
B02248,HYBRID LIMO EXPRESS INC.,,2019,12,December,400,0,2
B00053,CHARGE AND RIDE INC,,2021,8,August,197,0,57
B02811,M.L TRIPS CORP.,,2021,7,July,423,0,17
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,2021,3,March,998,0,6
B02637,ROOSEVELT CAR & LIMO INC.,,2017,6,June,467,0,20
B03204,EXTRA CAR SERVICE LLC,,2021,5,May,347,0,4
B00256,FAST OPERATING CORP,CARMEL C/L SVCE,2020,7,July,"13,251",0,197
B02416,"NEW STORM CAR SERVICE, INC.",,2020,2,February,"5,963",0,9
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2015,12,December,"1,808",0,9
B00083,PAGE-A-RIDE INC,,2015,9,September,448,0,22
B00937,RIVERSIDE RADIO DISPATCHER,,2016,7,July,"58,525",0,294
